Year,City,Temperature_C
1976,Visakhapatnam,23.31
1976,Patna,13.21
1976,Vadodara,40.44
1976,Ludhiana,43.61
1976,Agra,22.97
1976,Nashik,30.25
1976,Ranchi,13.45
1976,Rajkot,40.25
1976,Kalyan-Dombivli,25.31
1976,Vasai-Virar,22.21
1976,Varanasi,28.36
1976,Srinagar,2.41
1976,Aurangabad,41.13
1976,Dhanbad,42.45
1976,Amritsar,23.18
1976,Navi Mumbai,35.52
1976,Prayagraj,15.24
1976,Howrah,28.12
1976,Gwalior,11.38
1976,Jabalpur,31.27
1976,Coimbatore,13.59
1976,Madurai,23.21
1976,Raipur,38.96
1976,Kota,40.24
1976,Guwahati,19.25
1976,Chandigarh,37.43
1976,Solapur,45.68
1976,Hubli-Dharwad,30.32
1976,Mysuru,30.01
1977,New Delhi,42.83
1977,Chennai,33.96
1977,Kolkata,36.33
1977,Hyderabad,28.83
1977,Pune,12.12
1977,Ahmedabad,36.03
1977,Surat,28.42
1977,Lucknow,39.23
1977,Kanpur,20.43
1977,Nagpur,25.75
1977,Indore,11.7
1977,Bhopal,31.83
1977,Visakhapatnam,23.2
1977,Vadodara,30.54
1977,Ludhiana,38.15
1977,Agra,28.2
1977,Nashik,31.94
1977,Ranchi,5.88
1977,Faridabad,30.06
1977,Meerut,33.1
1977,Rajkot,39.38
1977,Kalyan-Dombivli,34.41
1977,Vasai-Virar,22.31
1977,Varanasi,34.42
1977,Srinagar,0.73
1977,Dhanbad,18.73
1977,Amritsar,38.39
1977,Navi Mumbai,35.7
1977,Prayagraj,26.37
1977,Coimbatore,26.86
1977,Vijayawada,29.03
1977,Jodhpur,37.81
1977,Raipur,25.71
1977,Kota,6.88
1977,Guwahati,38.02
1977,Solapur,34.94
1977,Hubli-Dharwad,19.73
1977,Mysuru,13.17
1978,New Delhi,24.26
1978,Mumbai,33.01
1978,Chennai,27.65
1978,Kolkata,29.09
1978,Bengaluru,22.99
1978,Pune,17.95
1978,Ahmedabad,44.15
1978,Jaipur,45.83
1978,Surat,27.59
1978,Kanpur,25.85
1978,Indore,38.83
1978,Thane,28.35
1978,Bhopal,22.61
1978,Visakhapatnam,33.52
1978,Patna,15.89
1978,Vadodara,37.08
1978,Ludhiana,15.74
1978,Agra,32.31
1978,Nashik,32.27
1978,Ranchi,37.17
1978,Faridabad,10.02
1978,Meerut,35.0
1978,Rajkot,19.51
1978,Kalyan-Dombivli,27.52
1978,Vasai-Virar,36.84
1978,Varanasi,17.41
1978,Srinagar,2.05
1978,Aurangabad,11.79
1978,Dhanbad,23.87
1978,Amritsar,33.51
1978,Navi Mumbai,28.93
1978,Prayagraj,30.56
1978,Gwalior,26.02
1978,Jabalpur,7.33
1978,Coimbatore,19.71
1978,Vijayawada,26.01
1978,Jodhpur,12.55
1978,Madurai,33.68
1978,Kota,19.87
1978,Guwahati,7.21
1978,Chandigarh,14.06
1978,Solapur,41.63
1978,Hubli-Dharwad,21.72
1978,Mysuru,18.92
1979,Mumbai,32.12
1979,Chennai,22.14
1979,Bengaluru,18.4
1979,Ahmedabad,16.38
1979,Jaipur,21.69
1979,Surat,23.14
1979,Lucknow,21.68
1979,Kanpur,11.48
1979,Nagpur,6.1
1979,Indore,15.71
1979,Thane,27.36
1979,Visakhapatnam,34.93
1979,Patna,28.52
1979,Vadodara,18.52
1979,Ghaziabad,9.36
1979,Ludhiana,7.19
1979,Agra,36.99
1979,Ranchi,10.13
1979,Faridabad,14.6
1979,Rajkot,23.54
1979,Kalyan-Dombivli,35.84
1979,Vasai-Virar,22.06
1979,Varanasi,12.44
1979,Dhanbad,27.72
1979,Amritsar,6.05
1979,Prayagraj,10.62
1979,Howrah,23.19
1979,Jabalpur,5.78
1979,Vijayawada,14.58
1979,Madurai,22.75
1979,Raipur,30.16
1979,Kota,8.37
1979,Guwahati,8.77
1979,Chandigarh,44.89
1979,Hubli-Dharwad,22.49
1979,Mysuru,19.74
1980,Mumbai,24.25
1980,Chennai,28.2
1980,Kolkata,33.86
1980,Hyderabad,7.48
1980,Pune,33.14
1980,Ahmedabad,12.45
1980,Jaipur,19.25
1980,Surat,24.13
1980,Nagpur,17.11
1980,Thane,26.27
1980,Bhopal,16.95
1980,Visakhapatnam,37.65
1980,Vadodara,15.1
1980,Ludhiana,22.3
1980,Faridabad,34.38
1980,Meerut,28.97
1980,Rajkot,18.42
1980,Kalyan-Dombivli,30.28
1980,Vasai-Virar,30.31
1980,Varanasi,28.73
1980,Srinagar,-4.82
1980,Aurangabad,9.84
1980,Dhanbad,42.1
1980,Amritsar,46.43
1980,Navi Mumbai,33.25
1980,Prayagraj,13.77
1980,Howrah,37.31
1980,Jabalpur,40.79
1980,Coimbatore,18.45
1980,Vijayawada,12.58
1980,Madurai,45.9
1980,Raipur,18.0
1980,Kota,36.95
1980,Guwahati,21.67
1980,Solapur,43.73
1980,Hubli-Dharwad,29.16
1980,Mysuru,18.42
1981,New Delhi,27.58
1981,Mumbai,29.23
1981,Chennai,24.57
1981,Kolkata,23.37
1981,Bengaluru,28.97
1981,Pune,34.09
1981,Ahmedabad,11.2
1981,Jaipur,13.06
1981,Surat,23.71
1981,Kanpur,41.96
1981,Nagpur,41.47
1981,Indore,34.49
1981,Thane,26.26
1981,Bhopal,34.57
1981,Visakhapatnam,22.69
1981,Patna,6.58
1981,Vadodara,11.43
1981,Nashik,18.33
1981,Ranchi,34.28
1981,Faridabad,33.29
1981,Meerut,8.97
1981,Rajkot,7.29
1981,Kalyan-Dombivli,26.51
1981,Vasai-Virar,26.06
1981,Varanasi,23.59
1981,Aurangabad,13.28
1981,Dhanbad,7.93
1981,Navi Mumbai,22.79
1981,Gwalior,31.99
1981,Jabalpur,20.34
1981,Coimbatore,24.84
1981,Jodhpur,10.95
1981,Madurai,21.07
1981,Kota,25.55
1981,Guwahati,31.79
1981,Chandigarh,30.26
1981,Solapur,39.17
1981,Hubli-Dharwad,24.46
1981,Mysuru,24.53
1982,New Delhi,17.61
1982,Chennai,23.25
1982,Bengaluru,20.06
1982,Hyderabad,26.6
1982,Pune,17.16
1982,Ahmedabad,22.22
1982,Jaipur,26.18
1982,Surat,30.39
1982,Lucknow,17.52
1982,Kanpur,13.29
1982,Nagpur,12.18
1982,Indore,32.2
1982,Patna,14.07
1982,Vadodara,16.45
1982,Ghaziabad,36.04
1982,Ludhiana,41.32
1982,Agra,19.64
1982,Nashik,15.37
1982,Ranchi,46.91
1982,Faridabad,45.31
1982,Meerut,4.42
1982,Vasai-Virar,37.62
1982,Aurangabad,46.27
1982,Dhanbad,34.51
1982,Amritsar,7.65
1982,Navi Mumbai,20.19
1982,Howrah,36.7
1982,Gwalior,25.72
1982,Jabalpur,36.31
1982,Coimbatore,13.51
1982,Jodhpur,36.34
1982,Madurai,14.38
1982,Raipur,8.9
1982,Kota,6.18
1982,Guwahati,23.53
1982,Chandigarh,13.01
1982,Solapur,35.53
1982,Mysuru,27.02
1983,New Delhi,23.9
1983,Chennai,34.08
1983,Kolkata,25.1
1983,Bengaluru,27.02
1983,Hyderabad,45.21
1983,Pune,14.4
1983,Ahmedabad,40.85
1983,Jaipur,41.08
1983,Surat,35.07
1983,Lucknow,25.96
1983,Kanpur,33.62
1983,Nagpur,29.07
1983,Indore,11.89
1983,Thane,24.61
1983,Bhopal,5.06
1983,Patna,15.06
1983,Vadodara,15.47
1983,Ghaziabad,26.28
1983,Ludhiana,37.98
1983,Nashik,26.17
1983,Faridabad,13.42
1983,Kalyan-Dombivli,21.65
1983,Vasai-Virar,27.79
1983,Srinagar,17.34
1983,Aurangabad,5.95
1983,Dhanbad,7.35
1983,Amritsar,29.27
1983,Prayagraj,41.14
1983,Coimbatore,12.44
1983,Jodhpur,27.55
1983,Madurai,26.89
1983,Raipur,41.8
1983,Kota,11.97
1983,Guwahati,38.23
1983,Chandigarh,24.24
1983,Solapur,31.64
1983,Hubli-Dharwad,25.5
1983,Mysuru,30.91
1984,Mumbai,26.23
1984,Chennai,34.71
1984,Kolkata,30.56
1984,Hyderabad,36.99
1984,Pune,33.27
1984,Ahmedabad,29.16
1984,Jaipur,24.86
1984,Surat,32.06
1984,Lucknow,28.34
1984,Nagpur,5.35
1984,Indore,35.57
1984,Thane,21.52
1984,Visakhapatnam,23.48
1984,Patna,24.99
1984,Vadodara,16.35
1984,Agra,39.49
1984,Nashik,13.01
1984,Faridabad,28.4
1984,Meerut,34.65
1984,Rajkot,18.11
1984,Kalyan-Dombivli,30.16
1984,Vasai-Virar,36.03
1984,Varanasi,32.05
1984,Srinagar,2.4
1984,Aurangabad,9.95
1984,Amritsar,28.71
1984,Navi Mumbai,22.15
1984,Prayagraj,24.83
1984,Howrah,26.58
1984,Gwalior,46.9
1984,Jabalpur,43.79
1984,Coimbatore,32.83
1984,Vijayawada,4.67
1984,Jodhpur,20.12
1984,Madurai,8.43
1984,Raipur,45.53
1984,Kota,44.42
1984,Guwahati,39.51
1984,Chandigarh,44.86
1984,Solapur,35.08
1984,Hubli-Dharwad,20.0
1985,New Delhi,33.3
1985,Mumbai,31.66
1985,Kolkata,20.14
1985,Bengaluru,33.49
1985,Hyderabad,45.03
1985,Pune,28.43
1985,Ahmedabad,39.99
1985,Jaipur,23.03
1985,Surat,37.66
1985,Kanpur,19.19
1985,Nagpur,21.37
1985,Indore,5.83
1985,Thane,35.96
1985,Bhopal,44.05
1985,Visakhapatnam,21.57
1985,Vadodara,15.35
1985,Ghaziabad,27.93
1985,Ludhiana,5.37
1985,Agra,29.79
1985,Ranchi,20.57
1985,Faridabad,33.91
1985,Rajkot,33.63
1985,Vasai-Virar,23.7
1985,Varanasi,10.99
1985,Srinagar,15.78
1985,Dhanbad,35.62
1985,Navi Mumbai,31.59
1985,Prayagraj,13.96
1985,Howrah,21.29
1985,Gwalior,37.03
1985,Jabalpur,40.47
1985,Coimbatore,24.67
1985,Vijayawada,10.33
1985,Jodhpur,25.31
1985,Madurai,26.99
1985,Raipur,30.78
1985,Kota,14.9
1985,Guwahati,36.5
1985,Chandigarh,15.45
1985,Solapur,10.35
1985,Hubli-Dharwad,13.46
1985,Mysuru,19.23
1986,New Delhi,16.94
1986,Mumbai,34.18
1986,Chennai,28.58
1986,Kolkata,37.4
1986,Bengaluru,19.99
1986,Hyderabad,16.02
1986,Pune,25.91
1986,Ahmedabad,31.48
1986,Jaipur,36.51
1986,Surat,25.19
1986,Lucknow,23.36
1986,Nagpur,16.96
1986,Indore,34.04
1986,Thane,37.87
1986,Visakhapatnam,28.79
1986,Patna,29.96
1986,Vadodara,39.21
1986,Ghaziabad,36.24
1986,Nashik,30.84
1986,Ranchi,23.65
1986,Faridabad,36.59
1986,Meerut,24.97
1986,Kalyan-Dombivli,37.11
1986,Vasai-Virar,23.33
1986,Varanasi,9.17
1986,Aurangabad,29.9
1986,Amritsar,34.14
1986,Navi Mumbai,35.58
1986,Prayagraj,6.84
1986,Howrah,30.8
1986,Gwalior,39.89
1986,Jabalpur,14.03
1986,Coimbatore,28.0
1986,Vijayawada,20.57
1986,Jodhpur,41.25
1986,Madurai,35.93
1986,Kota,7.61
1986,Guwahati,11.93
1986,Hubli-Dharwad,14.16
1986,Mysuru,27.66
1987,New Delhi,23.51
1987,Mumbai,31.39
1987,Kolkata,29.12
1987,Bengaluru,28.0
1987,Hyderabad,30.2
1987,Pune,16.3
1987,Jaipur,8.22
1987,Surat,31.51
1987,Lucknow,39.21
1987,Kanpur,25.78
1987,Nagpur,46.34
1987,Bhopal,26.66
1987,Visakhapatnam,33.76
1987,Vadodara,36.61
1987,Ghaziabad,24.54
1987,Ludhiana,40.69
1987,Agra,31.74
1987,Ranchi,15.79
1987,Faridabad,10.99
1987,Meerut,16.35
1987,Kalyan-Dombivli,27.58
1987,Vasai-Virar,20.72
1987,Varanasi,10.33
1987,Srinagar,15.85
1987,Aurangabad,31.69
1987,Dhanbad,35.13
1987,Amritsar,38.71
1987,Navi Mumbai,36.13
1987,Prayagraj,28.46
1987,Howrah,32.43
1987,Gwalior,42.96
1987,Coimbatore,32.35
1987,Vijayawada,29.08
1987,Jodhpur,6.72
1987,Madurai,43.56
1987,Raipur,10.23
1987,Kota,6.2
1987,Chandigarh,40.53
1987,Solapur,5.71
1987,Hubli-Dharwad,22.11
1987,Mysuru,16.08
1988,New Delhi,45.4
1988,Mumbai,28.01
1988,Chennai,30.57
1988,Kolkata,34.76
1988,Hyderabad,6.19
1988,Pune,16.16
1988,Ahmedabad,40.53
1988,Jaipur,5.45
1988,Surat,35.7
1988,Lucknow,44.45
1988,Kanpur,19.87
1988,Indore,43.9
1988,Thane,32.49
1988,Bhopal,26.95
1988,Ghaziabad,22.43
1988,Ludhiana,12.87
1988,Agra,36.68
1988,Ranchi,21.63
1988,Faridabad,29.38
1988,Rajkot,23.75
1988,Kalyan-Dombivli,26.7
1988,Aurangabad,33.69
1988,Dhanbad,40.16
1988,Amritsar,28.6
1988,Navi Mumbai,23.28
1988,Howrah,34.63
1988,Gwalior,24.64
1988,Jabalpur,28.78
1988,Coimbatore,27.17
1988,Vijayawada,4.76
1988,Jodhpur,41.98
1988,Madurai,10.66
1988,Raipur,13.49
1988,Kota,46.59
1988,Chandigarh,26.04
1988,Hubli-Dharwad,33.7
1988,Mysuru,29.65
1989,New Delhi,31.0
1989,Mumbai,23.09
1989,Chennai,35.75
1989,Bengaluru,19.43
1989,Hyderabad,36.58
1989,Pune,14.4
1989,Ahmedabad,29.12
1989,Jaipur,42.49
1989,Kanpur,36.33
1989,Nagpur,34.71
1989,Indore,21.94
1989,Thane,29.59
1989,Bhopal,24.67
1989,Visakhapatnam,23.11
1989,Ghaziabad,12.26
1989,Ludhiana,38.31
1989,Nashik,18.33
1989,Ranchi,28.95
1989,Faridabad,21.2
1989,Kalyan-Dombivli,27.59
1989,Vasai-Virar,29.29
1989,Varanasi,18.64
1989,Srinagar,-2.42
1989,Dhanbad,32.68
1989,Amritsar,46.32
1989,Navi Mumbai,22.98
1989,Prayagraj,45.18
1989,Howrah,28.77
1989,Gwalior,11.72
1989,Jabalpur,41.31
1989,Coimbatore,29.39
1989,Jodhpur,24.59
1989,Raipur,25.1
1989,Kota,14.91
1989,Guwahati,43.66
1989,Chandigarh,18.7
1989,Mysuru,13.59
1990,New Delhi,40.6
1990,Mumbai,30.63
1990,Chennai,30.87
1990,Kolkata,26.65
1990,Hyderabad,35.06
1990,Pune,25.62
1990,Ahmedabad,30.19
1990,Jaipur,4.88
1990,Kanpur,13.2
1990,Nagpur,39.96
1990,Indore,18.94
1990,Thane,20.13
1990,Bhopal,36.73
1990,Visakhapatnam,37.07
1990,Patna,21.56
1990,Vadodara,26.02
1990,Ghaziabad,34.86
1990,Ludhiana,11.77
1990,Agra,4.49
1990,Ranchi,31.84
1990,Faridabad,30.95
1990,Rajkot,30.28
1990,Kalyan-Dombivli,33.12
1990,Vasai-Virar,35.81
1990,Varanasi,37.16
1990,Aurangabad,42.76
1990,Dhanbad,6.88
1990,Prayagraj,6.63
1990,Gwalior,43.36
1990,Coimbatore,33.36
1990,Vijayawada,13.45
1990,Jodhpur,27.8
1990,Madurai,46.9
1990,Kota,4.16
1990,Guwahati,9.21
1990,Chandigarh,46.27
1990,Solapur,14.22
1990,Hubli-Dharwad,14.32
1990,Mysuru,12.72
1991,Chennai,35.3
1991,Bengaluru,29.92
1991,Hyderabad,22.8
1991,Pune,20.85
1991,Jaipur,44.68
1991,Surat,26.61
1991,Lucknow,18.68
1991,Kanpur,15.0
1991,Thane,27.26
1991,Bhopal,13.19
1991,Visakhapatnam,28.06
1991,Patna,46.08
1991,Vadodara,27.73
1991,Ghaziabad,28.55
1991,Ludhiana,29.86
1991,Agra,33.28
1991,Nashik,29.28
1991,Ranchi,22.94
1991,Faridabad,17.24
1991,Meerut,5.87
1991,Kalyan-Dombivli,30.03
1991,Vasai-Virar,26.72
1991,Srinagar,25.13
1991,Dhanbad,21.16
1991,Amritsar,11.17
1991,Navi Mumbai,20.97
1991,Prayagraj,15.6
1991,Howrah,31.71
1991,Gwalior,40.03
1991,Jabalpur,41.27
1991,Vijayawada,42.77
1991,Jodhpur,19.9
1991,Madurai,5.23
1991,Raipur,42.12
1991,Guwahati,20.19
1991,Chandigarh,11.69
1991,Solapur,37.82
1991,Hubli-Dharwad,12.57
1991,Mysuru,13.3
1992,New Delhi,38.21
1992,Mumbai,32.45
1992,Chennai,25.58
1992,Kolkata,24.01
1992,Bengaluru,23.57
1992,Hyderabad,38.96
1992,Ahmedabad,30.34
1992,Jaipur,20.77
1992,Surat,27.11
1992,Lucknow,19.73
1992,Kanpur,36.82
1992,Nagpur,39.68
1992,Indore,36.5
1992,Thane,28.68
1992,Bhopal,14.27
1992,Visakhapatnam,37.49
1992,Patna,26.51
1992,Vadodara,6.54
1992,Ghaziabad,25.93
1992,Ludhiana,6.16
1992,Agra,9.1
1992,Ranchi,6.12
1992,Faridabad,4.28
1992,Meerut,39.05
1992,Rajkot,28.09
1992,Vasai-Virar,37.71
1992,Varanasi,16.72
1992,Srinagar,10.78
1992,Aurangabad,31.16
1992,Dhanbad,21.44
1992,Amritsar,41.13
1992,Navi Mumbai,29.29
1992,Prayagraj,41.43
1992,Gwalior,34.56
1992,Jabalpur,28.17
1992,Coimbatore,30.17
1992,Vijayawada,22.46
1992,Jodhpur,27.92
1992,Madurai,6.01
1992,Raipur,27.16
1992,Kota,32.08
1992,Guwahati,30.16
1992,Chandigarh,30.87
1992,Hubli-Dharwad,17.27
1992,Mysuru,23.69
1993,New Delhi,34.18
1993,Mumbai,36.31
1993,Chennai,28.69
1993,Kolkata,26.5
1993,Bengaluru,22.64
1993,Hyderabad,18.49
1993,Ahmedabad,38.91
1993,Jaipur,6.04
1993,Surat,22.58
1993,Lucknow,27.92
1993,Kanpur,11.86
1993,Nagpur,16.93
1993,Thane,37.62
1993,Bhopal,7.24
1993,Visakhapatnam,31.37
1993,Patna,38.73
1993,Ghaziabad,35.12
1993,Ludhiana,45.36
1993,Agra,5.18
1993,Nashik,25.74
1993,Ranchi,27.77
1993,Faridabad,36.69
1993,Meerut,14.13
1993,Rajkot,18.74
1993,Kalyan-Dombivli,28.54
1993,Srinagar,-0.24
1993,Dhanbad,11.5
1993,Navi Mumbai,21.8
1993,Prayagraj,44.07
1993,Howrah,34.95
1993,Gwalior,28.96
1993,Jabalpur,25.83
1993,Coimbatore,27.55
1993,Vijayawada,8.08
1993,Jodhpur,5.45
1993,Raipur,18.9
1993,Kota,41.39
1993,Guwahati,22.8
1993,Chandigarh,42.34
1993,Solapur,28.94
1993,Hubli-Dharwad,21.79
1993,Mysuru,34.23
1994,New Delhi,25.85
1994,Mumbai,29.75
1994,Chennai,37.09
1994,Bengaluru,25.13
1994,Hyderabad,28.86
1994,Pune,12.19
1994,Surat,33.85
1994,Lucknow,35.98
1994,Kanpur,32.29
1994,Nagpur,22.97
1994,Indore,22.2
1994,Bhopal,29.52
1994,Visakhapatnam,28.2
1994,Patna,26.41
1994,Vadodara,6.46
1994,Agra,22.21
1994,Nashik,34.26
1994,Ranchi,26.11
1994,Faridabad,15.56
1994,Meerut,15.84
1994,Rajkot,29.39
1994,Kalyan-Dombivli,24.42
1994,Vasai-Virar,27.63
1994,Varanasi,31.7
1994,Srinagar,20.37
1994,Aurangabad,38.69
1994,Dhanbad,36.21
1994,Amritsar,18.09
1994,Navi Mumbai,20.75
1994,Prayagraj,45.14
1994,Howrah,21.15
1994,Gwalior,34.77
1994,Jabalpur,21.17
1994,Coimbatore,23.8
1994,Vijayawada,15.13
1994,Jodhpur,36.19
1994,Madurai,32.05
1994,Raipur,21.69
1994,Kota,28.64
1994,Guwahati,6.78
1994,Solapur,12.97
1994,Mysuru,30.77
1995,New Delhi,35.89
1995,Mumbai,24.38
1995,Chennai,28.31
1995,Kolkata,27.42
1995,Bengaluru,31.28
1995,Hyderabad,35.29
1995,Pune,27.76
1995,Jaipur,28.66
1995,Lucknow,19.48
1995,Kanpur,26.29
1995,Nagpur,34.19
1995,Indore,15.3
1995,Bhopal,8.04
1995,Visakhapatnam,31.16
1995,Patna,34.19
1995,Vadodara,42.34
1995,Ghaziabad,38.46
1995,Ludhiana,41.67
1995,Agra,15.08
1995,Nashik,17.15
1995,Ranchi,26.07
1995,Meerut,35.76
1995,Vasai-Virar,23.36
1995,Varanasi,36.8
1995,Aurangabad,12.56
1995,Amritsar,13.75
1995,Navi Mumbai,24.49
1995,Prayagraj,30.14
1995,Howrah,37.19
1995,Gwalior,29.95
1995,Jabalpur,22.16
1995,Coimbatore,17.74
1995,Jodhpur,9.02
1995,Madurai,11.55
1995,Raipur,17.05
1995,Kota,17.09
1995,Guwahati,4.6
1995,Chandigarh,21.09
1995,Solapur,5.03
1995,Hubli-Dharwad,12.03
1995,Mysuru,21.6
1996,New Delhi,11.36
1996,Mumbai,34.69
1996,Chennai,33.79
1996,Kolkata,28.32
1996,Hyderabad,17.31
1996,Pune,27.96
1996,Ahmedabad,8.78
1996,Surat,28.43
1996,Nagpur,19.07
1996,Thane,22.27
1996,Bhopal,30.36
1996,Visakhapatnam,31.78
1996,Patna,13.05
1996,Vadodara,32.53
1996,Ludhiana,9.01
1996,Agra,40.68
1996,Nashik,23.37
1996,Ranchi,19.7
1996,Meerut,8.76
1996,Varanasi,5.15
1996,Aurangabad,35.57
1996,Dhanbad,35.49
1996,Amritsar,26.33
1996,Navi Mumbai,23.93
1996,Prayagraj,30.96
1996,Howrah,27.45
1996,Jabalpur,30.1
1996,Coimbatore,32.27
1996,Vijayawada,13.58
1996,Jodhpur,22.82
1996,Madurai,25.07
1996,Raipur,21.03
1996,Kota,20.54
1996,Guwahati,13.71
1996,Chandigarh,9.67
1996,Solapur,25.94
1996,Hubli-Dharwad,30.1
1996,Mysuru,23.12
1997,New Delhi,12.31
1997,Kolkata,24.29
1997,Bengaluru,28.39
1997,Pune,25.79
1997,Jaipur,13.15
1997,Surat,35.83
1997,Kanpur,12.3
1997,Nagpur,39.32
1997,Indore,20.92
1997,Thane,34.11
1997,Bhopal,22.54
1997,Visakhapatnam,28.88
1997,Patna,38.97
1997,Vadodara,36.38
1997,Ghaziabad,43.95
1997,Ludhiana,15.62
1997,Agra,46.93
1997,Ranchi,30.14
1997,Faridabad,12.33
1997,Meerut,33.27
1997,Rajkot,24.33
1997,Varanasi,30.68
1997,Srinagar,26.27
1997,Dhanbad,18.41
1997,Amritsar,12.19
1997,Navi Mumbai,36.03
1997,Prayagraj,10.49
1997,Howrah,24.29
1997,Gwalior,24.1
1997,Jabalpur,4.38
1997,Coimbatore,33.22
1997,Vijayawada,40.15
1997,Jodhpur,15.23
1997,Madurai,11.64
1997,Raipur,26.28
1997,Kota,11.32
1997,Guwahati,24.51
1997,Chandigarh,45.24
1997,Solapur,14.82
1997,Hubli-Dharwad,28.78
1997,Mysuru,21.85
1998,New Delhi,26.35
1998,Mumbai,37.53
1998,Chennai,30.91
1998,Kolkata,27.86
1998,Bengaluru,21.6
1998,Hyderabad,5.18
1998,Pune,15.97
1998,Ahmedabad,42.91
1998,Jaipur,25.66
1998,Surat,20.7
1998,Kanpur,32.02
1998,Nagpur,42.51
1998,Indore,20.98
1998,Thane,20.66
1998,Bhopal,7.5
1998,Visakhapatnam,31.78
1998,Patna,33.98
1998,Vadodara,36.99
1998,Agra,44.95
1998,Nashik,26.95
1998,Ranchi,4.62
1998,Faridabad,39.28
1998,Meerut,8.8
1998,Kalyan-Dombivli,26.51
1998,Vasai-Virar,32.67
1998,Varanasi,16.14
1998,Aurangabad,41.91
1998,Dhanbad,17.17
1998,Prayagraj,36.52
1998,Howrah,35.82
1998,Gwalior,23.72
1998,Jabalpur,34.89
1998,Vijayawada,35.9
1998,Jodhpur,32.08
1998,Madurai,13.78
1998,Raipur,12.78
1998,Kota,25.52
1998,Guwahati,40.1
1998,Chandigarh,14.77
1998,Solapur,25.78
1998,Hubli-Dharwad,33.66
1998,Mysuru,25.94
1999,New Delhi,15.11
1999,Mumbai,29.23
1999,Chennai,37.31
1999,Kolkata,34.46
1999,Bengaluru,20.24
1999,Hyderabad,6.17
1999,Pune,31.91
1999,Ahmedabad,26.3
1999,Surat,28.68
1999,Kanpur,25.65
1999,Nagpur,29.82
1999,Indore,6.97
1999,Thane,29.86
1999,Bhopal,11.08
1999,Visakhapatnam,25.1
1999,Vadodara,34.1
1999,Ghaziabad,42.28
1999,Ludhiana,46.18
1999,Agra,38.15
1999,Nashik,23.84
1999,Ranchi,10.36
1999,Faridabad,16.85
1999,Meerut,21.74
1999,Rajkot,46.7
1999,Kalyan-Dombivli,28.73
1999,Varanasi,10.18
1999,Srinagar,-1.89
1999,Aurangabad,25.41
1999,Dhanbad,31.14
1999,Amritsar,7.08
1999,Navi Mumbai,25.8
1999,Howrah,27.53
1999,Gwalior,29.18
1999,Coimbatore,23.29
1999,Jodhpur,11.98
1999,Madurai,6.85
1999,Raipur,45.51
1999,Kota,30.86
1999,Guwahati,21.12
1999,Chandigarh,42.54
2000,New Delhi,37.77
2000,Mumbai,23.64
2000,Chennai,25.03
2000,Kolkata,34.34
2000,Bengaluru,19.24
2000,Hyderabad,20.66
2000,Pune,28.05
2000,Ahmedabad,40.11
2000,Jaipur,42.67
2000,Surat,27.94
2000,Lucknow,25.14
2000,Kanpur,43.18
2000,Nagpur,34.59
2000,Thane,26.87
2000,Bhopal,23.17
2000,Visakhapatnam,37.48
2000,Patna,14.23
2000,Ghaziabad,21.44
2000,Ludhiana,45.82
2000,Agra,36.06
2000,Nashik,20.9
2000,Ranchi,36.13
2000,Faridabad,14.67
2000,Meerut,31.57
2000,Rajkot,39.98
2000,Kalyan-Dombivli,26.63
2000,Varanasi,26.35
2000,Srinagar,-1.07
2000,Aurangabad,34.02
2000,Dhanbad,40.77
2000,Navi Mumbai,35.06
2000,Prayagraj,21.03
2000,Howrah,21.55
2000,Jabalpur,25.41
2000,Coimbatore,25.34
2000,Vijayawada,42.29
2000,Jodhpur,46.38
2000,Madurai,24.89
2000,Kota,39.05
2000,Chandigarh,9.4
2000,Solapur,19.69
2000,Hubli-Dharwad,31.86
2000,Mysuru,17.51
2001,New Delhi,44.54
2001,Mumbai,33.5
2001,Chennai,24.18
2001,Kolkata,25.69
2001,Bengaluru,13.4
2001,Hyderabad,41.31
2001,Ahmedabad,24.5
2001,Surat,31.94
2001,Lucknow,42.23
2001,Kanpur,15.97
2001,Nagpur,12.38
2001,Indore,12.94
2001,Thane,31.13
2001,Bhopal,37.98
2001,Patna,10.29
2001,Vadodara,10.6
2001,Ludhiana,36.21
2001,Agra,27.56
2001,Nashik,14.29
2001,Ranchi,14.29
2001,Faridabad,34.29
2001,Meerut,35.63
2001,Kalyan-Dombivli,26.22
2001,Vasai-Virar,30.0
2001,Varanasi,37.15
2001,Srinagar,29.03
2001,Dhanbad,23.48
2001,Amritsar,23.92
2001,Prayagraj,8.45
2001,Howrah,36.91
2001,Gwalior,34.93
2001,Jabalpur,31.71
2001,Coimbatore,16.78
2001,Vijayawada,41.69
2001,Jodhpur,5.82
2001,Madurai,21.19
2001,Raipur,9.3
2001,Kota,19.3
2001,Guwahati,38.55
2001,Chandigarh,11.45
2001,Solapur,17.84
2001,Mysuru,29.7
2002,New Delhi,17.19
2002,Kolkata,31.13
2002,Pune,28.44
2002,Ahmedabad,7.11
2002,Jaipur,21.64
2002,Lucknow,46.23
2002,Kanpur,10.72
2002,Nagpur,5.79
2002,Indore,21.2
2002,Thane,33.54
2002,Visakhapatnam,35.08
2002,Patna,12.35
2002,Vadodara,31.66
2002,Ghaziabad,45.3
2002,Ludhiana,18.76
2002,Agra,7.61
2002,Faridabad,20.32
2002,Meerut,8.71
2002,Rajkot,32.16
2002,Kalyan-Dombivli,33.77
2002,Vasai-Virar,29.9
2002,Varanasi,11.15
